7564 2
28191 -8.136434 -5.185378
29211 -8.818976 -4.015461
34890 -9.157398 -4.318352
38264 -8.534266 -4.098156
51856 -8.937826 -4.178870
57812 -8.738341 -4.212332
59345 -14.970015 -10.861449
60170 -8.398147 -4.061639
61354 10.780869 5.172386
65025 -12.443024 -8.839520
68949 -8.312603 -4.837057
70081 -8.595175 -3.839262
71710 -9.033415 -0.652261
72564 -9.223960 -23.647017
74869 -9.077452 -4.751666
85465 -9.168269 -4.829068
93792 7.459688 -13.742608
95854 -7.601351 -8.477565
97276 -8.459264 -4.952813
97884 -12.455729 -8.758283
97998 -6.374753 -5.101561
103878 -8.531366 -3.973928
105779 -8.556589 -4.419601
107724 -10.927709 -7.423940
60615 1.064297 1.745402
71911 -3.774681 6.280668
80859 3.112560 7.515830
802 -8.922488 -0.421677
2962 7.319554 -13.763371
3338 7.707438 -13.567450
13061 -9.836555 -0.734639
13809 -9.999312 -0.966298
13918 -10.102259 -0.867544
50586 7.554697 -13.800619
58010 -8.779063 -0.462053
60987 5.028454 -6.306349
68464 -8.909704 -1.397957
70187 -3.287394 -7.163173
82809 -8.974854 -0.176095
91681 -8.429843 -1.732484
74189 -4.035726 9.950136
82078 2.696316 1.890364
53753 -16.003181 -11.250129
101111 -2.200239 -24.593210
105035 -1.245183 -6.899375
1158 -0.392737 5.098461
27814 0.886772 5.259140
63856 1.129289 4.432755
80018 -1.120262 -1.659882
5404 4.074495 3.253730
58130 -2.198982 -3.256224
63118 -1.492285 -3.513957
68734 -2.079571 -3.126634
102805 -2.007803 -4.087162
73761 8.542572 -23.683691
193 6.274766 -20.045696
29772 8.658482 -23.930418
18792 -24.618927 -6.295184
5693 15.198707 0.995785
6723 -13.653200 -3.901289
9742 -24.399332 -6.335942
13655 15.929252 1.483166
13952 -24.386005 -6.322237
17644 -24.763409 -5.626548
23517 -24.684166 -5.919540
26772 -24.910936 -6.823348
30228 -24.485788 -6.382257
33331 -24.385752 -6.420472
34346 -16.803867 -11.529592
41950 -24.689661 -5.830340
51759 15.645026 1.295669
56907 -24.930361 -6.801728
59970 -24.710499 -5.784609
62417 -24.948328 -6.881153
62512 -24.651913 -6.043055
63090 -24.922058 -6.887663
64089 -10.003371 0.868360
73733 15.158956 0.973651
74377 -24.824917 -6.584156
86672 15.400861 1.124737
92360 -24.737047 -6.491510
95795 -18.527905 -1.814339
102699 -24.691889 -5.771498
106138 -25.059717 -7.090451
11937 -25.179178 -7.633868
13964 -24.923519 -6.827750
16635 -25.434729 -5.197388
18806 -25.456352 -8.065148
22666 -26.317699 -4.820552
30240 -25.192724 -6.519447
32493 6.532088 -11.691425
33277 -25.286381 -7.800779
39806 -24.873459 -6.862947
50524 1.692130 -1.702139
60202 4.685511 4.354923
62469 -24.737698 -7.164686
72248 -24.933434 -6.722341
96437 -24.678522 -6.985591
99442 -24.679031 -6.737182
103752 -14.367343 -15.653341
80292 -10.472811 -12.998769
72384 -2.946129 -1.057699
61622 -2.950660 -1.040589
100113 6.477728 -6.811102
4515 6.467172 -6.806930
5314 6.442345 -6.922208
22177 6.463236 -6.763765
41070 6.446454 -6.754654
60992 6.445046 -6.745815
66573 6.489006 -6.821470
72910 6.459485 -6.729073
97389 6.467732 -6.805592
102278 6.087074 -6.912041
5752 -24.488470 3.085346
11258 -10.339917 -18.546499
16293 9.500777 -21.129599
16896 -24.485783 3.085736
17106 11.336926 -7.786399
22066 -10.285431 -18.154537
22434 -10.015720 -18.384027
25259 11.168890 -7.900814
31635 -10.113735 -18.222706
33002 -10.116004 -18.286800
35010 -10.250077 -16.672825
36471 11.311705 -7.975105
42154 11.380128 -8.009027
43313 -10.268278 -18.378836
46566 -10.106287 -18.544016
47910 -10.205695 -18.471043
47954 -10.290317 -18.045780
48334 -10.371810 -18.618511
52180 -24.489664 3.086463
53038 -24.487183 3.086014
53272 -2.660210 2.956354
53906 -0.414954 -9.858274
55859 -1.504222 -8.820599
58515 -10.029770 -18.593918
60754 -10.082690 -18.363798
60795 -7.280303 0.810894
61271 -10.871922 -18.909040
62202 -1.677496 1.379423
63210 -9.958459 -17.964134
64630 -7.401794 0.917087
70884 -10.271466 -18.268860
70972 -9.264361 14.307312
72746 -24.492861 3.084725
77688 -24.490200 3.085280
78439 -10.216279 -18.423750
81640 11.294796 -8.054089
82848 -24.461422 3.085893
85364 -10.167945 -18.436348
85568 -10.533872 -18.908163
86551 -10.318092 -18.384462
90288 -10.311830 -18.654352
91719 -4.059412 10.731088
93313 -5.345481 -9.560259
94726 -7.348306 0.865877
94730 11.297212 -7.991247
95759 -2.821095 -0.964123
97357 -10.349414 -18.267294
98083 -24.488689 3.085953
101115 3.518907 9.600404
102962 -11.903751 -22.825279
103486 -3.428663 -3.869426
103664 -1.562708 -8.459600
106436 11.291633 -8.017363
107060 -7.850091 9.921797
107453 -9.388824 -16.740711
3636 -0.290823 5.305409
19833 -5.271536 12.202307
52098 -3.715387 3.919976
65413 -0.273392 4.734080
77549 0.615860 4.757102
102849 -0.696162 5.011365
11667 0.681545 6.526636
22479 0.076214 6.497656
36621 0.660364 6.282822
77342 0.647418 6.297874
81509 -0.078405 6.405271
2361 -25.032394 -5.490746
14736 -0.528874 -8.963003
38513 -0.112586 -8.771967
38896 2.661258 12.676436
46826 -27.339439 -5.389399
54919 2.405104 -8.746848
61666 -26.267426 -6.405240
70262 -27.410917 -5.493109
76219 -26.119711 -6.295964
81647 2.653059 12.674747
91560 -27.255354 -6.721870
103604 -27.174229 -6.799342
7032 9.518083 -24.718916
18429 9.499151 -24.648733
26612 9.523377 -24.709181
49622 9.364689 -24.593493
59465 9.379502 -24.726519
60292 9.511508 -24.668184
61356 9.565796 -24.754198
63327 9.454220 -24.724443
63432 9.549227 -24.730738
74097 9.511394 -24.755238
80470 9.593215 -24.496271
82387 9.542177 -24.723558
85975 9.484593 -24.686480
86808 9.298931 -24.613712
88690 9.539414 -24.697134
99170 9.504528 -24.668446
19634 9.612689 -24.740108
11490 9.600142 -24.721861
22257 9.858031 -25.070122
103173 9.612384 -24.695189
19141 9.002854 -24.312054
25825 9.385049 -24.724646
55469 9.369242 -24.689384
74058 9.411704 -24.719805
94563 -4.045539 9.680829
59485 1.020777 3.758836
36435 -5.343306 3.578257
5035 -4.648520 4.601208
7281 -6.036703 3.698189
7291 -6.009277 3.689440
13381 -5.860996 3.860768
13453 -5.852645 8.039975
20455 -3.743883 6.106344
21817 -4.665644 3.160900
26922 -4.910883 2.637625
30684 -3.517477 3.956908
37250 -3.655088 3.586792
37613 -6.207124 -5.153655
39373 -5.973608 3.665612
44019 -5.923378 3.674237
51230 -5.955967 3.686592
56029 -3.365323 3.870489
58815 -5.201422 3.685936
61137 -4.829062 3.397835
63942 -6.001349 3.653860
69975 -4.699766 4.415578
74595 -5.950145 3.543659
78895 4.343344 3.566018
84978 -7.192867 -1.225566
86515 -4.576472 4.565589
97460 -6.033659 3.680578
100740 -15.586864 -2.864585
31269 -5.118497 5.106124
51375 -4.976577 5.057915
7880 2.607858 3.586804
65378 2.447012 3.521398
83037 5.329193 -19.407423
19200 5.084935 -5.996117
14652 4.702857 -5.823075
21515 5.315499 -5.819771
61598 8.726962 -10.062168
3723 -7.526209 -4.684718
23418 -7.473170 -4.196377
23941 -6.513190 -5.123505
49502 -1.184355 4.515772
54460 -6.408380 -21.642569
68393 3.514150 -9.974570
75650 -5.824214 -3.801970
75750 -7.236591 -4.331568
85542 -2.053824 -5.679553
3076 -0.132334 1.446189
86176 -0.507724 1.802139
92100 -0.551832 2.015253
106718 -1.749086 -9.189882
20717 -5.197001 1.690491
34845 5.720148 6.013129
43521 -6.192720 -4.073233
79353 -3.320158 6.247399
103395 -5.158373 1.826286
107762 -5.842556 -4.761881
213 8.562818 4.026681
13175 8.571498 4.024480
25623 8.571563 4.014602
26143 8.586105 3.992196
26187 8.524460 4.005551
98209 8.688546 3.850527
107997 8.552512 4.026873
747 -5.593726 -10.311061
14330 -4.639317 -9.491394
14821 -4.920090 -10.588927
15845 -15.890683 -22.206011
16022 -4.781996 -11.742028
17336 -5.139246 6.225116
21893 -4.617383 -11.648631
23614 -15.820612 -22.261250
35941 -6.559246 -6.877674
36740 -3.558980 6.159932
43186 -5.856048 1.585126
43643 -4.607851 -10.334104
43715 -5.023435 -10.553463
45769 -5.199948 -9.739063
45864 -4.348370 -9.833062
46091 -4.644069 -11.073348
50876 -4.839094 -10.763271
52371 3.016681 -20.593901
52472 -15.943835 -22.429621
62393 -4.846669 -10.842418
63651 -18.658463 -5.181627
64050 -6.367152 -11.103970
67986 -5.301336 -10.403288
68782 -5.298426 -10.223576
71505 -4.268104 -10.021759
80392 -3.078006 -8.629351
85684 -3.400617 6.490872
90242 -7.296935 -8.323912
92881 -4.527134 -11.660751
94009 -4.962523 -10.594098
94952 -5.840302 -10.342402
102138 -3.720541 -8.056287
105177 -4.512636 -11.775850
105213 -5.614717 -10.950243
107377 -4.523809 -11.695853
12424 -4.356291 5.706699
49839 -2.711994 1.948015
54290 -3.068744 0.427387
55503 -3.805429 6.448878
56061 -2.616374 5.539407
63888 -3.770195 6.195073
64501 -3.183385 0.454279
65963 -3.005020 5.841561
67265 -5.644067 6.103179
69307 -3.278340 0.541189
72603 0.438816 3.369170
72633 -3.227119 0.499469
80689 -3.670422 6.392415
39160 -0.097107 -3.527532
86902 0.675826 -3.675343
87299 1.149008 -3.382442
101025 -0.160025 -3.924384
4806 1.371757 -4.567416
13352 0.391059 -3.575382
14531 -0.824163 -3.243276
17793 -0.125054 -3.237737
22931 -0.107505 -3.097676
42478 7.928702 -8.661057
42869 1.110184 -4.197434
49715 5.342193 -0.686434
60698 -7.594301 -0.912855
65007 -0.005825 -3.323959
69899 -1.826929 -3.201745
70934 1.403342 -4.514901
77099 0.196262 -3.628879
87377 7.933495 -8.711028
88334 -1.733666 -2.838044
89367 -0.025325 -4.126701
89873 1.345210 -4.274140
92168 -0.013769 -3.133694
92195 1.349298 -4.603627
95548 4.697578 2.079379
100924 -0.146988 -3.223027
101777 -2.500211 -28.730576
104997 -0.303228 -3.647449
12808 7.794378 -8.447883
41694 -6.114158 5.862501
82260 -7.636736 -5.773973
101653 -5.504685 -7.966707
3788 0.153833 -4.635062
6889 3.271146 -4.769990
12955 -0.173499 -4.475421
17390 -24.356955 -7.297359
17991 6.073239 -19.787231
20562 13.438937 -5.904209
35614 5.606248 0.817960
42190 0.361345 -4.416255
44061 -0.125543 -2.968400
48230 4.209381 -3.981063
52203 0.000199 -4.699972
72499 2.732073 -4.797918
74530 3.623993 6.911788
76808 -1.517525 -5.361224
82536 3.467945 7.017057
88413 1.242857 -3.405222
101743 10.737834 -0.039492
104526 -19.343050 -13.319551
107673 0.004097 -4.769241
62 1.148828 -12.834765
6853 0.265023 -13.869315
9113 0.099878 -14.109612
10905 0.233060 -13.827535
15921 0.159635 -13.958214
20694 0.093059 -13.557186
24905 -1.270757 -15.446284
27497 -0.076813 -13.890210
29106 -8.300734 -25.848272
33700 -0.003365 -14.116584
36956 -11.108619 -7.685065
37206 -0.409325 -14.390512
37531 -0.388824 -13.661262
41662 0.301447 -13.902324
43484 -0.173751 -13.775628
44320 0.240757 -13.881443
48291 0.023251 -13.984872
53994 -0.350646 -13.489153
61440 -0.141503 -14.211728
61488 6.335669 -17.450775
63058 0.120281 -13.966113
68326 6.320256 -2.205714
72698 -3.782570 -6.542651
75659 -1.245306 -15.426593
76899 -0.162977 -13.813422
80349 -0.829777 -14.723941
83488 0.035966 -14.049339
93884 0.175304 -13.823645
94036 0.057613 -13.999849
94975 5.287446 -13.357757
105146 0.187838 -14.001766
29918 -5.639715 5.193558
35720 -2.999656 5.408766
64938 3.778633 -16.431442
82333 -2.211916 6.656923
66972 35.126854 42.703419
43216 35.126842 42.703407
51206 35.126846 42.703415
81143 35.126850 42.703407
24277 0.667562 7.509456
810 -2.046750 -5.795081
7049 1.857323 1.365478
25067 1.837824 1.046516
35466 6.196106 -0.629898
41059 5.561760 -0.248510
59769 6.423244 -0.370330
60027 4.924698 -2.964215
61032 3.755339 -1.051660
66186 6.043586 -0.340267
67910 6.253410 -0.396420
69769 5.481492 -0.150276
78976 6.059601 -0.504204
92096 6.397662 -0.334017
6598 4.511079 -0.576753
39793 5.739528 0.664185
71883 5.211123 -0.381439
73849 3.874263 -0.680099
84715 3.225573 -1.922583
101931 5.574238 0.642285
1488 8.306623 -0.225620
13005 6.352757 -0.347007
15752 6.348871 -0.346145
22225 8.815051 -0.107415
30784 8.593938 -0.309459
34095 5.066992 -0.090873
40854 4.710169 -0.157851
71954 8.897534 -0.293923
91919 8.848457 -0.310359
38658 -1.590687 7.080164
3113 3.528911 -14.718725
18303 -1.112317 5.504115
20619 2.099533 6.791437
31216 2.142545 6.770576
40687 3.681245 0.727397
59696 1.826619 6.897228
82581 0.852651 5.330082
103162 0.817828 5.522528
8977 -3.882489 -1.707703
19290 0.061590 -12.280076
20776 -3.903475 -1.992211
35180 -12.656001 -15.307635
38771 0.090557 -12.245666
51478 0.077610 -12.235271
56914 0.048611 -12.197775
90801 -7.652116 0.277693
97632 -5.582895 -17.231424
4104 1.776736 -1.448559
76387 2.540846 -1.233356
85843 1.003842 3.641004
18098 8.833772 -0.533772
30908 8.522106 -1.506360
33030 4.395854 -2.399379
37309 8.456879 -1.358405
49031 8.031169 -1.046819
98021 8.644413 -1.997675
21888 1.260772 -4.963531
65725 -6.940821 -8.335462
88487 -0.561428 -4.302925
91211 8.680736 -9.911788
94261 -11.440306 -5.352384
108088 1.109786 -5.289125
5620 -11.478256 -11.927396
7707 -11.362535 -5.444792
10001 -11.063730 -7.638917
12560 -10.188583 -6.762762
14172 -8.738629 -3.865462
14341 -10.893748 -5.895095
20873 -9.124308 -3.819199
29021 -11.743515 -12.314443
32250 -9.293540 -3.295213
35805 -9.541755 -4.819545
38204 -11.367933 -5.544961
49044 3.008062 11.068752
53081 -9.555967 -4.682575
53569 -11.043889 -5.713891
55468 -9.473173 -1.493097
65790 -16.905922 -13.105630
74278 -10.979839 -5.810015
79008 -16.531559 5.062000
82120 -16.459728 -13.718888
89726 -9.496291 -4.670804
94927 -10.984489 -12.344697
1226 -6.193593 -0.806848
2126 -12.313679 -9.151711
2621 6.193033 -3.770460
3821 -11.668671 -8.567283
6846 4.028312 -0.013653
10072 -11.636407 -8.608320
10145 -9.292323 -5.515628
41849 -11.707024 -8.735839
60137 -11.255507 -6.148457
63473 4.347628 -0.742323
81960 -7.429353 -1.756690
3685 -10.739599 -8.676707
14261 -11.046508 -7.724832
14883 -11.100798 -7.552413
32394 -11.307310 -7.551773
41636 -11.174162 -7.427378
43149 -12.755863 -7.525857
43266 -10.059476 -12.047326
67662 -10.588046 -9.636425
18420 4.252198 1.697018
73952 -9.806577 -1.281960
59172 -5.090173 2.573239
73751 -4.930824 2.834073
78070 -4.827413 2.493713
21298 -8.545627 -0.286239
81391 -4.492363 -8.785913
105558 -1.928978 -7.085146
48476 1.736131 -18.254545
75056 1.361066 -2.029240
76111 6.708809 -2.523776
87957 0.937685 -3.447606
89454 6.680256 -2.578177
20980 -2.784914 9.288368
24295 -21.091909 -1.054686
25772 -20.293489 -0.287484
42093 -20.403618 -0.270723
50438 -20.955675 -1.053455
50541 -20.857954 -1.389879
66990 -20.792732 -1.454169
74611 -20.951408 -1.086231
74642 -20.945398 -1.027946
74708 3.443845 -15.458743
86966 -2.382273 10.282300
95701 -20.953209 -1.055758
104108 -21.104055 -1.065773
104748 -21.036760 -1.135884
12097 -4.607992 -4.869829
48905 -17.578667 -12.138904
69004 -4.693022 -4.923690
80128 4.065957 -8.487688
26448 4.139812 -8.821234
33131 4.129058 -8.809830
52008 5.974696 -2.973646
56847 4.566123 -0.253487
60787 2.064473 -1.481992
76343 12.389095 -6.063665
79910 -4.983540 -24.451572
66908 1.450477 -0.264773
92931 -14.609189 -16.583969
93388 1.786627 0.036166
8953 -2.837617 -14.946592
19789 -2.910658 -17.629253
20266 -4.243449 1.453036
31919 -2.841028 -17.777887
49167 -14.451271 -21.114241
64428 -6.219760 -19.346561
77364 -14.486853 -21.043409
64404 -7.850587 -5.310176
2593 -14.673743 -13.766673
19120 -6.540024 -7.139921
24300 -7.505271 -7.046277
37921 -7.517894 -6.048357
42563 -7.489307 -6.327015
45585 -0.004220 -4.596720
60288 -6.791885 -6.876508
64375 -1.725184 -13.842378
81804 -6.710009 -7.173751
85899 9.794354 -21.370279
87814 -7.600535 -6.242956
78978 -4.220088 -22.539408
21672 -4.424893 -22.223293
27773 -4.219133 -22.484243
30421 -4.183664 -22.557726
34676 -4.127059 -22.533247
54621 -4.171862 -22.546843
84791 -4.727025 -23.243008
106016 -4.243874 -22.476131
90968 -1.430163 -12.130752
106402 -1.355915 -12.543751
94658 -6.623386 8.727854
24539 4.022547 1.330034
48025 4.094516 1.076430
52047 4.001654 1.273360
99203 -0.485474 7.832655
17029 -10.992308 -13.133867
38026 -9.106092 -2.568195
53708 -9.273955 -2.460195
97552 -11.010721 -12.990273
9259 3.827800 0.256098
13688 3.898111 0.534654
16700 1.293090 -7.139699
64346 5.275779 -5.776474
87609 3.947445 0.088128
99485 5.615427 -5.591789
6449 -6.311066 -21.482763
15850 -12.968091 -8.204502
16665 -11.636397 -5.131172
29154 -11.593072 -5.344728
31775 -11.470577 -5.439812
33242 -13.334829 -6.994908
36517 -11.501732 -5.778675
39981 -13.162987 -7.199729
42268 -13.292053 -7.397617
44506 -13.426769 -7.490653
65419 -15.278941 -10.213267
69716 -10.416876 -4.887852
70314 -11.793719 -5.500787
71791 -10.424581 -4.838853
75109 -13.252995 -7.348715
91798 -8.031433 3.607911
92797 2.327976 -11.201438
94787 -10.926192 -4.701133
95896 -11.504216 -5.281414
100446 -11.543724 -5.294159
103848 1.738603 -10.994285
930 3.347559 -0.510630
10520 4.537379 -0.121806
17291 0.386913 3.780828
19990 0.574530 3.733335
24444 6.475643 -4.004763
57340 6.019827 -6.200496
78587 10.481984 -1.599274
102637 10.476477 -1.623248
24802 -9.379082 -23.842028
18212 -9.544042 -23.829330
19186 -6.574767 -3.324022
22391 -6.719150 -3.601446
28266 -16.468372 -13.853091
45286 -9.480745 -23.810715
61974 -9.642885 -23.629122
62165 -9.441065 -23.860939
106144 -9.415931 -23.829975
485 -11.747679 -12.976073
57559 -4.787471 -8.110044
718 -7.627535 -12.718990
15454 -7.430609 -12.905201
34209 -7.608684 -12.454525
37860 -7.786191 -12.667111
44471 -7.984727 -12.729994
48483 -7.660540 -12.802784
62642 3.077625 -2.494689
83495 -7.672419 -12.643086
105031 -15.293736 -21.853836
34940 1.852455 3.793801
78314 5.602521 5.555856
99505 3.966962 4.531194
28034 7.884448 -1.211926
41779 -4.680283 -9.244568
44654 -4.871411 -7.509862
104355 7.723845 -12.194867
10295 2.621006 3.548904
102478 2.688666 3.580367
3973 1.903224 7.268697
6823 2.148322 6.801191
26395 1.814781 6.649030
31232 1.965011 7.153218
34266 1.933551 7.274009
36890 3.093675 6.966118
37081 1.119125 -3.844209
86090 1.858144 7.315136
7794 -1.747631 -11.439644
32702 -8.193742 -25.562206
42649 -1.767615 -11.418740
44997 -8.570840 -25.710930
45051 -8.197458 -25.641886
58544 -8.535288 -25.801910
62754 -8.312172 -25.782532
76662 -8.450398 -25.675104
84569 -8.328755 -25.917437
100086 -8.357707 -25.890209
105915 -8.301934 -25.804159
108260 -8.296894 -25.797878
20527 -9.485618 -2.911791
2822 -9.483856 -2.795568
85118 -9.520717 -2.826097
90060 -9.489799 -2.772492
26655 5.691131 6.037658
42605 6.304114 -3.806110
51722 6.340366 -3.778413
91478 6.270182 -3.789994
93679 6.040828 -3.868733
102252 6.215189 -3.813018
66871 -5.976449 0.011405
70476 5.251727 -0.549792
78554 -8.703486 0.442073
83887 -9.096758 0.089846
73811 -3.072381 2.131492
18174 -3.105318 2.161024
85624 -3.143566 2.514015
100454 -11.395941 -13.824286
38946 -9.961755 -16.220627
49376 -17.502222 -9.489332
67408 -9.965219 -16.476765
84784 -9.853614 -16.393112
93651 -2.746052 2.811126
15457 -20.976471 -1.286871
28425 -20.850838 -1.381395
46967 -20.735727 -1.473237
86995 -20.843254 -1.371894
87723 -20.842024 -1.376802
97839 -20.881598 -1.355635
108148 12.127061 1.970773
104523 -7.779167 9.792759
12237 3.999365 -0.835470
42042 -0.423118 -5.104051
5386 -5.285830 10.893217
56148 -0.580857 4.678064
63823 -3.010370 7.995496
70944 -0.611747 4.574025
71661 14.914527 -2.708849
1369 -2.833096 -0.945052
15233 -2.215136 -10.306485
35536 -4.370408 -7.929726
47789 -4.538361 -7.930868
49973 -0.956195 -9.305574
88000 -4.518023 -7.966930
104566 -0.526369 -9.773379
104577 0.268394 12.052213
2183 -0.933056 -7.627175
9658 3.801186 0.547474
12608 -13.619180 -2.035665
35331 6.946131 -14.395722
37130 6.959533 -4.375021
38864 -0.552796 -8.202873
42396 7.164664 -4.429488
48272 -26.756027 -7.921993
54517 6.990249 -4.402504
67224 7.086658 -4.513612
72730 7.174445 -4.547800
79387 7.183576 -4.578517
95251 -0.732587 -6.797727
96144 0.147481 -6.848116
19508 10.064587 1.892496
23548 10.259865 1.838008
26667 7.163827 -4.676947
29518 10.077246 1.885392
33037 10.044427 1.930480
36124 10.073677 1.621054
38568 -0.345649 -16.999214
39429 10.140344 1.762066
46912 9.327394 -2.739046
47845 -4.645792 0.815248
48573 -2.152173 2.636735
67096 -3.593516 2.993513
72044 -12.343339 -15.977175
86557 10.137116 1.808334
89847 -1.597756 -18.017269
90787 1.087763 -26.248850
92416 3.358710 7.305048
96278 -2.626463 2.723146
104179 -1.242121 -5.233777
107640 -2.734429 2.938299
108201 -0.642596 -17.429913
86589 -1.378315 -2.466838
3769 5.756568 -10.718473
11063 5.167746 -12.383306
16660 5.568565 -10.256364
22409 5.539914 -10.223363
34638 -2.853007 -13.458334
46372 5.756425 -10.770563
46373 5.743784 -10.720994
54569 4.115132 -8.871725
67014 5.754817 -10.693005
76511 4.901149 -13.293773
84521 4.471301 -13.629473
89529 5.719630 -10.725181
91453 5.631021 -10.498556
94304 7.167950 -11.319324
95893 5.541551 -12.671217
103006 3.910331 -14.133204
5836 5.787727 -12.544653
28347 -5.273887 -2.288092
44328 6.232657 -17.981016
54870 -0.694801 -5.353328
68102 5.392620 -15.602004
5466 -5.215629 -2.546374
52902 -5.270423 -2.160762
88983 -5.211963 -2.168760
26383 12.120220 -12.770621
2555 12.139446 -12.792961
28866 12.004855 -12.639331
36094 12.163460 -12.896175
37637 12.097143 -12.743843
59065 8.590970 -7.144735
72933 9.454885 -4.827574
104987 8.582634 -7.066740
368 -11.058067 -12.761591
11500 -5.752814 -13.387333
23092 14.018013 -4.566221
55172 -10.629840 -13.120336
65557 -14.852998 -13.970990
77314 -10.830081 -12.954487
85295 -11.372476 -13.553438
88516 -4.091393 -6.087530
89796 -12.536463 -5.312926
91989 -10.575244 -12.998123
48875 -5.330155 -6.541148
82914 -3.342152 0.543364
12150 5.442424 -5.741459
89004 -7.727675 3.779931
6479 -5.618706 -2.979131
42961 -8.584484 -23.082430
79848 -5.537611 -2.820825
14407 0.820038 5.389485
28824 0.907293 5.446320
51070 0.833024 5.722507
95071 0.752580 5.455756
7092 3.929475 0.061951
27051 4.258943 -0.459604
65503 2.798686 -1.940625
89629 2.193604 -0.207938
51522 4.290587 -0.650915
66460 7.990644 -1.699756
67882 5.256402 -1.194860
88884 4.281486 -0.629991
95712 4.480738 -0.138122
84940 -7.630957 -0.881895
6869 4.964537 -3.040810
11660 5.402618 -5.239884
22708 5.322713 -3.300969
24472 4.972225 -4.041001
24840 4.698849 -4.130463
25052 -10.009708 -0.805449
30016 5.179852 -4.004516
68657 5.556156 -3.663228
77009 5.681774 -3.308928
84899 4.594762 -4.202830
4031 9.295620 -3.860901
9645 9.858467 -3.253884
16144 5.044038 -4.820806
20135 8.567450 -7.161676
23277 7.985919 -1.255227
24074 7.968669 -1.199470
24528 6.241553 -3.314451
27079 7.880312 -1.332715
27940 7.992098 -1.223997
30656 8.836341 -0.506324
39883 8.115005 -11.212464
55084 1.649198 -1.712865
63596 7.237698 -2.351862
69724 7.989412 -1.091695
94582 7.960426 -1.113613
99945 7.701887 -2.247099
101695 9.424743 -2.867651
102683 7.906197 -1.238091
103895 12.503613 -8.574670
17120 -2.210620 10.162132
92511 -6.209826 -0.357528
2631 -2.761351 -0.811561
8254 -11.912717 -10.615956
9171 -6.539656 5.505283
34626 -2.662157 -5.028621
40935 -14.376893 -11.925857
50829 -13.993243 -12.408798
50950 -3.953012 -1.272375
51031 -2.731886 -5.155350
51584 -11.754650 -10.564677
54396 -2.613224 -5.218586
59365 -3.222488 0.282333
73211 1.824708 -15.871728
81148 -2.833561 -0.701679
93813 -11.550421 -13.702441
95401 1.787581 -16.233500
22891 -8.968073 2.485322
37559 -13.292431 -6.655861
41150 -6.157722 -5.030777
70331 4.631763 -4.423210
85388 0.650686 1.938462
89180 -6.153058 -4.791350
96754 -6.273629 -4.708972
99005 -6.168789 -3.769237
31828 -2.716098 -0.950623
42163 -2.714538 -0.951784
35966 -3.126571 0.649710
17598 -3.247393 0.561055
3389 1.737847 7.447420
2050 1.617170 7.552934
73046 -6.037858 3.478800
97009 -0.324739 9.808924
2794 -4.487741 3.139072
15932 -4.398074 3.240823
17655 -4.144570 2.937061
57163 -4.278105 3.167523
68695 -4.709891 3.455723
93471 -4.683923 3.358151
93479 2.279403 -11.391374
40241 7.272603 -13.700951
10240 -8.938766 -19.777231
48658 -8.859959 -19.766766
60251 -8.970711 -19.686359
60775 -8.949366 -19.555140
89212 -4.842670 -21.347921
29850 -6.014696 -18.944330
33615 -21.048927 -1.256695
57759 5.725373 -18.394972
68737 -6.053646 -18.859266
72086 -3.742839 -22.429739
82371 0.008772 -22.823259
88396 -11.243274 -25.422056
66310 -24.092421 -6.352316
2219 -9.323147 0.339904
71718 -8.589853 0.446966
51343 -8.695865 1.653867
74055 -4.704596 5.606257
99077 -4.431326 4.671449
101768 -7.817248 1.143355
20545 -2.049758 8.667079
56511 -2.308034 8.716750
85477 -1.362303 3.878603
104390 -4.597435 -7.859943
62943 -6.780123 -1.749781
65240 -6.537538 -8.337555
85850 2.383107 -2.735396
40118 7.905746 -1.172412
64026 -4.550979 -7.851107
14715 -4.719445 4.501350
35350 -7.867823 -1.499654
83474 -15.587615 -16.341358
10628 -3.868069 3.351187
15651 -3.549731 3.079174
43322 -4.245586 2.538657
49879 -4.083421 2.665170
58920 -4.462526 5.620710
63735 -3.516085 3.241587
68710 -3.531997 3.184678
76363 -3.674210 3.699327
89395 -4.253256 2.662953
93330 -4.287213 3.781880
38352 -3.057517 3.265188
104961 0.750683 5.178249
42551 1.163114 -18.644670
20890 1.214031 -18.562943
34191 -6.810701 -4.126776
38775 1.223261 -18.565447
86224 4.115024 0.602550
86622 1.849649 10.837306
59145 -10.210896 -10.995674
786 5.060243 6.561228
905 -8.415603 -19.885361
6222 -9.972881 -23.259865
7664 -8.876908 1.989523
12579 5.094803 6.579151
27862 -9.071481 -9.486088
27969 -11.178002 -9.648914
35312 -10.244864 -11.243947
47828 -10.046082 -11.698494
48005 -10.009108 -23.275667
50993 -11.422244 -10.735102
57935 -16.312790 -14.074344
61183 4.807237 6.542259
61532 5.117351 6.556726
61987 -10.084550 -23.168901
70285 -10.139518 -23.066412
71787 5.075785 6.591592
78380 5.103170 6.573987
83307 -10.034716 -11.877695
84002 5.114421 6.525934
91867 -10.101353 -23.158434
97670 -9.953660 -11.821145
99773 4.883516 6.638240
11101 -10.131375 -23.098961
19482 -13.692430 -6.582649
28717 -10.245224 -22.969822
34289 -9.699101 -23.744486
63580 -6.923618 -14.264073
15787 -3.974339 -10.749641
37952 -4.567370 -9.416200
